ReturnID,OrderID,ProductID,ReturnDate,ReturnQty,ReturnReason,RefundAmount
1086,28734,463,2024-05-05,2,Customer Changed Mind,8650.73
1087,28735,339,2023-12-01,2,Customer Changed Mind,7337.65
1088,28739,345,2025-09-12,1,Defective,1350.73
1089,28751,389,2025-11-06,1,Defective,7941.04
1090,28763,173,2023-11-22,1,Late Delivery,681.82
1091,28792,325,2023-11-25,2,Defective,4286.58
1092,28794,53,2023-12-02,2,Defective,11072.57
1093,28831,173,2025-12-29,2,Late Delivery,584.59
1094,28835,498,2026-07-26,1,Defective,7161.76
1095,28855,320,2025-07-08,2,Customer Changed Mind,1017.8
1096,28889,365,2024-03-19,1,Size Issue,9788.3
1097,28892,360,2025-07-19,2,Customer Changed Mind,527.66
1098,28894,257,2025-11-08,2,Wrong Item,1649.51
1099,28966,67,2025-04-27,1,Late Delivery,11766.76
1100,28969,28,2025-05-21,1,Late Delivery,3046.85
1101,28972,139,2025-05-28,1,Customer Changed Mind,3433.97
1102,28977,82,2024-10-04,2,Damaged,11740.93
1103,29045,328,2023-12-20,2,Customer Changed Mind,2952.64
1104,29077,38,2024-11-25,1,Wrong Item,11930.83
1105,29092,196,2025-12-14,1,Wrong Item,4949.44
1106,29119,26,2024-01-12,1,Defective,8698.69
1107,29143,18,2025-08-24,2,Late Delivery,6550.99
1108,29171,441,2023-03-24,1,Late Delivery,5955.39
1109,29195,324,2024-06-24,2,Defective,3345.87
1110,29241,174,2025-03-03,2,Wrong Item,5594.77
1111,29246,99,2024-08-30,2,Customer Changed Mind,7299.22
1112,29254,162,2025-08-11,2,Wrong Item,5163.58
1113,29317,460,2024-07-07,2,Damaged,6208.94
1114,29339,329,2024-02-02,2,Wrong Item,8770.77
1115,29346,355,2023-04-30,2,Damaged,6643.25
1116,29403,242,2024-10-30,2,Size Issue,7029.58
1117,29408,119,2023-06-02,1,Late Delivery,8282.18
1118,29410,189,2023-10-11,2,Defective,8328.61
1119,29421,184,2026-01-20,1,Defective,11595.73
1120,29440,132,2024-11-21,1,Wrong Item,1114.51
1121,29464,256,2025-01-24,1,Late Delivery,10674.66
1122,29513,449,2023-08-27,2,Late Delivery,11498.19
1123,29566,500,2023-08-23,1,Late Delivery,8836.42
1124,29577,255,2024-09-02,1,Late Delivery,4664.56
1125,29587,357,2023-05-12,1,Late Delivery,1182.95
1126,29591,257,2025-02-21,2,Late Delivery,3651.56
1127,29595,371,2025-05-26,1,Defective,2521.01
1128,29601,412,2026-08-08,2,Customer Changed Mind,1376.71
1129,29602,339,2023-03-19,1,Late Delivery,5863.91
1130,29606,383,2026-08-23,1,Customer Changed Mind,6808.5
1131,29608,253,2024-06-19,1,Size Issue,6073.66
1132,29627,48,2026-07-12,2,Damaged,665.61
1133,29638,260,2026-02-27,1,Defective,10900.53
1134,29729,9,2024-03-11,2,Wrong Item,7856.03
1135,29731,154,2023-02-23,2,Size Issue,1565.02
1136,29846,114,2025-10-21,1,Defective,6356.28
1137,29869,152,2023-04-21,1,Size Issue,6995.32
1138,29898,464,2026-01-26,1,Defective,10923.89
1139,29973,431,2023-12-11,1,Customer Changed Mind,10558.11
1140,30014,465,2025-11-16,2,Customer Changed Mind,11691.07
1141,30017,66,2023-02-07,1,Wrong Item,4477.29
1142,30075,421,2024-09-28,1,Customer Changed Mind,4544.7
1143,30100,444,2023-08-10,2,Defective,9215.63
1144,30166,45,2026-05-20,1,Late Delivery,8908.58
1145,30187,269,2024-04-05,2,Late Delivery,8967.63
1146,30219,348,2025-09-23,2,Damaged,4610.55
1147,30276,115,2024-06-10,2,Size Issue,4574.03
1148,30382,172,2023-04-28,1,Customer Changed Mind,2247.58
1149,30408,83,2025-09-02,2,Size Issue,11016.17
1150,30511,71,2023-02-16,1,Customer Changed Mind,10910.55
1151,30527,425,2024-08-15,2,Late Delivery,11240.57
1152,30531,325,2025-09-23,1,Customer Changed Mind,1169.87
1153,30536,231,2024-11-23,2,Size Issue,5413.63
1154,30556,253,2024-02-04,2,Defective,5460.74
1155,30579,131,2023-02-22,1,Late Delivery,7107.7
1156,30599,320,2024-08-08,1,Defective,729.06
1157,30602,307,2026-04-25,2,Size Issue,10487.49
1158,30646,374,2023-11-11,2,Defective,7601.81
1159,30655,265,2024-08-17,2,Customer Changed Mind,3299.66
1160,30656,433,2024-03-02,1,Size Issue,5715.96
1161,30681,335,2024-11-08,2,Defective,1566.11
1162,30706,419,2024-05-04,2,Defective,8716.46
1163,30748,304,2025-01-07,1,Wrong Item,4225.48
1164,30801,433,2023-04-02,2,Defective,8685.18
1165,30814,429,2024-07-08,1,Size Issue,6273.72
1166,30826,135,2023-04-26,1,Size Issue,10516.18
1167,30972,279,2025-11-14,2,Late Delivery,10149.74
1168,30995,173,2024-01-03,2,Customer Changed Mind,10350.16
1169,31001,257,2024-07-19,2,Defective,9965.15
1170,31003,273,2023-10-02,1,Defective,4448.65
1171,31076,377,2026-04-24,2,Wrong Item,10797.66
1172,31080,175,2024-12-20,2,Late Delivery,9493.75
1173,31113,41,2026-09-10,2,Customer Changed Mind,769.72
1174,31133,150,2026-05-01,1,Customer Changed Mind,9944.31
1175,31184,166,2026-05-06,2,Size Issue,4925.1
1176,31190,433,2024-03-23,1,Customer Changed Mind,10078.78
1177,31236,218,2024-08-22,1,Damaged,2595.75
1178,31272,365,2025-10-07,2,Size Issue,1878.29
1179,31280,41,2026-06-17,2,Defective,9069.1
1180,31304,468,2023-09-13,1,Customer Changed Mind,2234.75
1181,31309,292,2025-05-08,1,Wrong Item,3476.31
1182,31315,55,2026-04-16,1,Late Delivery,3512.28
1183,31370,38,2023-01-19,2,Size Issue,8130.01
1184,31448,420,2026-01-18,2,Size Issue,9580.84
1185,31500,140,2023-04-30,2,Wrong Item,2509.86
1186,31501,308,2024-10-28,1,Customer Changed Mind,10275.26
1187,31507,91,2023-08-25,1,Wrong Item,10589.93
1188,31519,163,2024-07-19,1,Defective,9276.87
1189,31532,132,2023-11-30,2,Defective,6533.95
1190,31546,409,2025-09-21,1,Defective,828.89
1191,31556,207,2024-05-17,1,Size Issue,4608.25
1192,31578,236,2025-12-16,2,Size Issue,4328.72
1193,31603,132,2023-04-26,2,Defective,6229.82
1194,31637,468,2024-09-21,1,Wrong Item,8264.45
1195,31641,194,2024-02-03,1,Damaged,4229.25
1196,31642,491,2025-06-15,1,Damaged,1008.82
1197,31654,152,2024-06-11,2,Damaged,2138.21
1198,31665,434,2025-09-25,2,Size Issue,9833.44
1199,31670,399,2026-07-28,1,Size Issue,10751.75
1200,31674,244,2025-12-09,1,Damaged,2148.22
1201,31746,437,2024-06-23,2,Wrong Item,9545.26
1202,31773,383,2023-09-23,2,Late Delivery,3555.11
1203,31775,21,2024-06-22,1,Defective,10597.35
1204,31791,90,2024-01-14,1,Wrong Item,10268.93
1205,31793,365,2023-10-24,1,Customer Changed Mind,7004.3
1206,31817,466,2026-04-26,1,Customer Changed Mind,3024.0
1207,31830,154,2025-01-20,2,Wrong Item,10396.79
1208,31874,37,2026-02-04,2,Damaged,2735.83
1209,31896,154,2023-06-26,1,Wrong Item,3243.54
1210,31902,418,2023-12-01,1,Defective,9618.84
1211,31924,172,2023-02-08,1,Defective,8797.16
1212,31949,454,2024-11-03,2,Size Issue,1880.96
1213,31971,459,2025-09-09,2,Defective,4327.63
1214,31988,6,2024-08-18,1,Customer Changed Mind,11764.22
1215,31989,377,2023-02-18,1,Damaged,9887.23
1216,32011,237,2023-10-07,2,Late Delivery,2465.46
1217,32097,155,2025-07-20,2,Damaged,9507.38
1218,32110,207,2025-05-16,1,Wrong Item,1703.77
1219,32127,443,2023-10-10,1,Size Issue,1514.5
1220,32170,400,2025-06-19,1,Late Delivery,7919.01
1221,32201,344,2024-09-29,2,Late Delivery,5917.87
1222,32203,51,2024-11-19,2,Wrong Item,6399.19
1223,32212,413,2026-01-02,2,Damaged,8020.28
1224,32239,243,2025-02-14,1,Damaged,5030.28
1225,32297,404,2025-12-01,1,Defective,8275.56
1226,32299,175,2023-03-07,2,Late Delivery,6800.79
1227,32315,345,2024-12-28,1,Customer Changed Mind,8787.91
1228,32339,275,2024-03-20,1,Wrong Item,7867.24
1229,32344,490,2026-08-26,2,Defective,10129.07
1230,32351,331,2023-06-07,2,Late Delivery,10077.3
1231,32411,112,2025-09-05,1,Damaged,7452.39
1232,32462,380,2025-02-18,2,Wrong Item,6711.47
1233,32488,182,2023-12-31,2,Late Delivery,459.13
1234,32504,317,2025-12-29,2,Wrong Item,2766.89
1235,32551,95,2023-09-20,1,Customer Changed Mind,8730.78
1236,32565,339,2023-02-21,2,Wrong Item,11750.67
1237,32591,280,2025-10-19,1,Damaged,8864.68
1238,32624,467,2024-07-01,1,Damaged,4967.02
1239,32626,189,2026-03-29,2,Damaged,7265.55
1240,32635,266,2023-08-04,1,Size Issue,9950.4
1241,32658,384,2023-02-26,1,Customer Changed Mind,3596.99
1242,32659,230,2026-01-05,1,Customer Changed Mind,11031.9
1243,32701,354,2026-03-09,2,Wrong Item,8731.13
1244,32747,384,2026-07-25,2,Defective,10281.17
1245,32761,71,2026-02-06,1,Customer Changed Mind,9927.05
1246,32764,218,2023-12-04,1,Late Delivery,8003.2
1247,32803,310,2024-08-15,1,Size Issue,7199.44
1248,32804,336,2025-01-04,1,Late Delivery,3900.74
1249,32870,288,2023-06-05,2,Wrong Item,11833.84
1250,32886,353,2023-05-12,2,Defective,8059.3
1251,32893,281,2025-04-02,1,Late Delivery,8860.94
1252,32895,243,2024-12-27,1,Defective,4449.56
1253,32920,71,2024-05-03,2,Damaged,9145.7
1254,32923,272,2024-02-28,1,Late Delivery,9068.21
1255,32985,427,2025-10-04,1,Late Delivery,10533.78
1256,32996,113,2024-01-14,1,Wrong Item,2483.64
1257,33019,468,2024-08-25,1,Defective,6013.25
1258,33035,238,2025-09-14,2,Late Delivery,2122.34
1259,33046,40,2024-05-19,1,Customer Changed Mind,1000.33
1260,33068,107,2024-07-13,1,Size Issue,2496.7
1261,33074,326,2025-12-22,1,Damaged,4120.71
1262,33078,488,2025-01-16,1,Late Delivery,10773.15
1263,33117,378,2023-09-22,2,Late Delivery,1940.54
1264,33128,203,2023-11-14,1,Wrong Item,2758.61
1265,33173,265,2026-05-22,2,Wrong Item,9455.94
1266,33175,283,2024-09-16,2,Defective,8129.28
1267,33192,380,2025-02-10,2,Customer Changed Mind,1530.67
1268,33198,457,2023-06-22,2,Customer Changed Mind,6722.53
1269,33206,13,2025-05-26,2,Damaged,10132.46
1270,33250,338,2026-08-18,2,Late Delivery,4000.16
1271,33289,98,2024-10-31,2,Size Issue,8317.17
1272,33299,263,2026-07-30,1,Size Issue,10058.42
1273,33331,374,2024-04-24,2,Late Delivery,726.11
1274,33341,115,2025-06-21,1,Damaged,1681.58
1275,33369,269,2025-08-19,1,Damaged,8781.07
1276,33446,289,2024-07-27,2,Defective,9874.45
1277,33469,315,2024-03-19,1,Damaged,3783.75
1278,33481,408,2024-05-19,1,Wrong Item,4417.8
1279,33502,488,2023-06-15,2,Size Issue,6039.05
1280,33507,383,2024-01-13,2,Late Delivery,3954.34
1281,33528,257,2025-12-08,2,Defective,9265.45
1282,33532,18,2026-08-22,2,Wrong Item,5937.12
1283,33543,432,2024-03-03,1,Defective,910.74
1284,33565,377,2025-03-13,1,Customer Changed Mind,11400.53
1285,33571,440,2024-07-21,1,Wrong Item,2310.38
1286,33596,280,2025-10-27,2,Late Delivery,5138.86
1287,33803,69,2024-03-25,2,Damaged,840.58
1288,33814,219,2025-11-08,1,Wrong Item,855.24
1289,33829,136,2023-09-15,1,Size Issue,4612.77
1290,33930,148,2023-02-08,1,Late Delivery,500.32
1291,34019,300,2023-05-28,1,Defective,6138.55
1292,34032,120,2026-07-16,1,Size Issue,6984.28
1293,34037,35,2023-07-04,1,Late Delivery,9203.39
1294,34064,132,2024-02-07,1,Late Delivery,1973.0
1295,34109,313,2025-09-02,2,Size Issue,3916.38
1296,34129,448,2026-02-25,1,Late Delivery,1405.88
1297,34133,368,2026-05-02,2,Customer Changed Mind,9276.04
1298,34141,65,2024-08-08,1,Size Issue,2381.2
1299,34182,399,2023-03-08,1,Late Delivery,5294.29
1300,34280,499,2025-06-30,1,Wrong Item,1367.8
1301,34364,327,2024-02-18,2,Wrong Item,6220.62
1302,34379,27,2023-06-18,1,Wrong Item,940.45
1303,34417,189,2026-01-28,2,Size Issue,617.21
1304,34476,42,2024-01-25,2,Wrong Item,9820.47
1305,34511,50,2024-03-24,2,Wrong Item,6725.5
1306,34525,377,2024-09-11,2,Size Issue,6995.68
1307,34556,181,2024-11-27,1,Defective,10817.25
1308,34557,110,2024-03-28,2,Defective,6539.45
1309,34568,65,2024-05-02,1,Defective,1831.44
1310,34577,194,2024-12-14,1,Late Delivery,11268.65
1311,34617,411,2023-11-08,1,Defective,10847.6
1312,34629,244,2023-05-10,2,Defective,1671.98
1313,34700,440,2023-12-25,2,Customer Changed Mind,4359.2
1314,34759,376,2026-01-15,2,Customer Changed Mind,1794.46
1315,34782,215,2024-02-07,2,Wrong Item,4118.05
1316,34939,456,2026-08-18,1,Damaged,4727.42
1317,34944,11,2025-12-08,2,Damaged,2051.79
1318,34996,471,2024-12-11,1,Damaged,9432.21
1319,35000,143,2023-03-24,2,Damaged,8319.48
1320,35018,465,2025-03-22,1,Defective,9459.19
1321,35058,470,2024-10-28,1,Late Delivery,2317.52
1322,35060,186,2025-01-02,2,Damaged,7351.39
1323,35077,332,2025-06-27,1,Wrong Item,6005.56
1324,35109,72,2025-11-09,2,Late Delivery,7659.69
1325,35127,491,2026-09-06,1,Wrong Item,1444.98
1326,35145,260,2024-01-14,2,Damaged,1506.48
1327,35146,381,2025-04-12,1,Late Delivery,3640.52
1328,35191,128,2024-09-14,1,Customer Changed Mind,3320.16
1329,35214,106,2024-01-24,1,Late Delivery,5996.23
1330,35220,243,2026-06-23,1,Size Issue,6258.69
1331,35238,160,2024-06-20,2,Damaged,9307.85
1332,35297,359,2025-01-28,2,Size Issue,6142.44
1333,35328,327,2023-10-28,2,Wrong Item,6854.1
1334,35348,373,2026-04-23,2,Customer Changed Mind,11700.78
1335,35355,229,2023-08-12,2,Size Issue,3199.01
1336,35451,461,2023-09-07,2,Damaged,10057.31
1337,35479,218,2026-07-22,2,Late Delivery,9450.84
1338,35527,109,2025-10-25,2,Late Delivery,10272.55
1339,35535,178,2025-08-11,2,Wrong Item,8855.17
1340,35598,156,2023-10-07,2,Size Issue,5358.01
1341,35640,208,2024-04-25,2,Size Issue,2457.58
1342,35711,471,2026-04-17,2,Size Issue,1252.31
1343,35752,191,2023-04-04,1,Defective,10652.81
1344,35755,202,2026-07-02,1,Damaged,7082.49
1345,35784,356,2025-05-15,1,Late Delivery,11907.8
1346,35798,100,2024-11-20,1,Wrong Item,4618.01
1347,35859,388,2023-08-20,2,Damaged,711.62
1348,35885,357,2023-02-27,2,Defective,10702.53
1349,35912,401,2023-07-01,1,Defective,9499.16
1350,35978,432,2024-07-11,2,Defective,3684.63
1351,35986,438,2023-06-24,1,Defective,11638.84
1352,35987,456,2026-06-15,1,Wrong Item,4088.58
1353,35999,295,2023-08-01,2,Damaged,4060.19
1354,36033,108,2023-03-03,1,Customer Changed Mind,10751.28
1355,36044,337,2026-03-23,1,Late Delivery,7688.47
1356,36071,115,2024-01-25,1,Defective,8115.35
1357,36176,324,2026-01-22,1,Customer Changed Mind,5378.42
1358,36226,220,2025-05-26,2,Late Delivery,3552.02
1359,36318,394,2024-05-11,1,Customer Changed Mind,4494.14
1360,36325,265,2025-03-08,2,Late Delivery,9116.69
1361,36341,222,2023-12-18,1,Size Issue,6874.85
1362,36342,431,2025-09-12,2,Damaged,731.75
1363,36356,338,2025-01-13,2,Customer Changed Mind,9342.91
1364,36368,226,2025-07-17,1,Late Delivery,6629.68
1365,36403,440,2025-03-20,2,Damaged,8177.06
1366,36460,132,2025-04-10,1,Defective,9049.8
1367,36490,196,2025-12-23,1,Damaged,7885.95
1368,36495,442,2025-10-30,1,Customer Changed Mind,9188.97
1369,36513,120,2024-10-04,2,Late Delivery,1162.51
1370,36555,377,2024-11-06,2,Late Delivery,2154.59
1371,36569,345,2024-09-23,2,Size Issue,8172.36
1372,36586,314,2023-07-22,1,Defective,6575.88
1373,36588,169,2025-07-22,1,Customer Changed Mind,9553.57
1374,36589,492,2023-06-30,2,Wrong Item,8385.42
1375,36628,320,2025-08-25,1,Late Delivery,11123.88
1376,36641,7,2024-01-03,1,Wrong Item,6993.66
1377,36642,98,2023-10-13,1,Size Issue,3439.64
1378,36671,9,2024-06-19,2,Late Delivery,1341.81
1379,36677,75,2026-02-23,1,Damaged,8938.7
1380,36700,27,2024-09-12,1,Damaged,445.52
1381,36706,74,2024-02-20,2,Late Delivery,7617.11
1382,36715,67,2024-03-03,1,Wrong Item,2064.61
1383,36724,352,2025-10-08,2,Late Delivery,9243.44
1384,36734,488,2023-08-20,2,Late Delivery,3241.35
1385,36741,175,2023-10-19,2,Defective,9416.8
1386,36743,340,2023-08-15,1,Customer Changed Mind,3584.44
1387,36782,128,2024-02-02,2,Defective,11162.91
1388,36783,450,2024-10-14,1,Defective,9982.99
1389,36800,14,2026-04-11,1,Customer Changed Mind,6258.56
1390,36859,100,2023-05-19,1,Defective,1489.64
1391,36867,319,2023-05-16,2,Size Issue,9208.58
1392,36901,147,2026-02-15,2,Wrong Item,6111.23
1393,36926,1,2023-10-06,2,Wrong Item,9648.64
1394,36927,423,2026-08-17,2,Customer Changed Mind,3724.76
1395,36936,345,2025-03-06,2,Size Issue,11489.27
1396,36970,150,2026-04-30,1,Damaged,3634.19
1397,37017,203,2026-07-08,1,Wrong Item,7248.34
1398,37105,44,2024-01-14,2,Damaged,2991.75
1399,37136,256,2023-02-17,2,Damaged,9411.78
1400,37179,14,2023-06-27,2,Customer Changed Mind,2490.54
1401,37210,455,2024-07-21,1,Size Issue,10622.57
1402,37250,300,2026-01-20,2,Customer Changed Mind,10747.96
1403,37252,183,2023-06-04,2,Size Issue,10695.78
1404,37264,442,2023-10-12,2,Customer Changed Mind,11787.74
1405,37288,7,2023-10-06,1,Damaged,7191.4
1406,37303,65,2023-06-05,1,Customer Changed Mind,1806.04
1407,37375,491,2025-11-14,2,Damaged,3708.24
1408,37415,249,2023-04-30,2,Damaged,6345.2
1409,37445,219,2024-10-29,1,Defective,1440.12
1410,37447,412,2026-07-08,1,Damaged,11887.54
1411,37532,77,2025-09-01,2,Damaged,600.4
1412,37568,285,2025-03-24,2,Size Issue,6371.26
1413,37639,99,2024-03-12,1,Customer Changed Mind,1790.73
1414,37669,174,2023-10-13,1,Defective,6789.23
1415,37687,128,2023-05-16,2,Damaged,4870.74
1416,37691,419,2025-10-02,2,Size Issue,3020.22
1417,37704,138,2024-07-25,2,Defective,3435.13
1418,37739,29,2024-02-14,2,Wrong Item,5278.64
1419,37745,341,2025-11-19,2,Defective,8767.1
1420,37749,266,2026-04-22,2,Customer Changed Mind,11428.92
1421,37799,336,2024-03-05,1,Defective,6016.52
1422,37802,100,2025-05-26,1,Wrong Item,10021.91
1423,37806,234,2026-07-08,1,Customer Changed Mind,4616.03
1424,37847,298,2024-01-19,1,Defective,10968.15
1425,37892,397,2025-12-21,2,Damaged,3962.57
1426,37925,123,2026-02-20,2,Wrong Item,9696.94
1427,37932,441,2025-09-10,2,Late Delivery,6800.36
1428,37942,57,2024-08-17,1,Defective,3751.92
1429,37943,313,2026-09-02,1,Damaged,10435.34
1430,37954,229,2023-06-09,2,Customer Changed Mind,3369.5
1431,38026,441,2026-04-27,1,Late Delivery,11469.88
1432,38102,61,2026-06-12,2,Wrong Item,8371.27
1433,38117,159,2023-03-20,1,Late Delivery,609.89
1434,38135,441,2026-07-07,1,Damaged,3300.33
1435,38155,146,2023-01-16,2,Customer Changed Mind,10322.35
1436,38197,182,2023-03-23,1,Customer Changed Mind,1693.56
1437,38223,6,2025-06-05,2,Customer Changed Mind,2660.89
1438,38284,417,2025-04-19,1,Late Delivery,9139.88
1439,38313,197,2023-12-31,2,Defective,8824.48
1440,38316,16,2025-07-02,2,Damaged,3728.96
1441,38317,418,2025-12-08,2,Damaged,7724.41
1442,38370,276,2026-06-15,1,Late Delivery,3118.11
1443,38401,153,2023-02-04,1,Damaged,10117.65
1444,38413,345,2024-06-19,2,Defective,511.39
1445,38436,475,2024-07-05,2,Customer Changed Mind,413.27
1446,38463,114,2024-06-07,1,Damaged,4985.76
1447,38475,500,2026-02-11,2,Size Issue,10985.45
1448,38494,286,2023-08-27,1,Customer Changed Mind,761.14
1449,38501,199,2023-12-13,1,Customer Changed Mind,4935.77
1450,38531,332,2024-06-28,2,Wrong Item,8487.56
1451,38557,434,2023-09-19,2,Customer Changed Mind,5518.57
1452,38578,88,2025-10-04,2,Customer Changed Mind,11410.15
1453,38595,66,2023-01-25,2,Damaged,10090.24
1454,38601,401,2025-05-07,1,Damaged,3650.39
1455,38632,51,2025-02-11,2,Damaged,4196.39
1456,38663,180,2024-06-24,1,Damaged,1289.46
1457,38702,227,2025-07-01,2,Defective,11358.19
1458,38705,353,2025-07-30,2,Late Delivery,7035.26
1459,38814,174,2025-08-22,1,Wrong Item,1954.92
1460,38875,470,2023-06-25,2,Customer Changed Mind,8219.31
1461,38887,431,2024-01-27,1,Customer Changed Mind,3137.09
1462,38897,233,2023-04-07,2,Late Delivery,1364.79
1463,38927,357,2025-11-19,2,Customer Changed Mind,3381.84
1464,38929,235,2025-05-27,2,Defective,4976.97
1465,38962,21,2025-03-14,2,Wrong Item,11465.44
1466,39039,440,2023-01-16,1,Size Issue,11397.75
1467,39048,430,2023-03-05,2,Late Delivery,11921.63
1468,39067,377,2025-07-26,1,Customer Changed Mind,9728.66
1469,39070,362,2025-07-24,1,Defective,11478.69
1470,39078,289,2026-05-24,2,Wrong Item,4534.16
1471,39088,218,2023-08-29,2,Late Delivery,3941.99
1472,39109,3,2024-09-15,1,Customer Changed Mind,5112.82
1473,39146,496,2025-06-07,1,Wrong Item,8055.09
1474,39155,269,2026-05-22,1,Damaged,1346.44
1475,39167,180,2023-09-24,2,Wrong Item,5222.96
1476,39177,418,2026-08-30,1,Defective,2125.4
1477,39189,207,2025-02-03,2,Damaged,4306.64
1478,39196,203,2023-10-27,1,Wrong Item,4831.99
1479,39234,245,2024-07-06,2,Defective,750.68
1480,39250,14,2024-07-03,1,Customer Changed Mind,3770.49
1481,39254,498,2024-10-04,1,Late Delivery,8969.61
1482,39261,455,2024-05-27,2,Late Delivery,5402.27
1483,39359,33,2025-06-10,2,Customer Changed Mind,9001.99
1484,39445,117,2025-10-03,2,Customer Changed Mind,9725.83
1485,39450,88,2026-01-05,2,Damaged,2115.95
1486,39467,63,2026-07-15,1,Damaged,10561.13
1487,39469,12,2024-07-29,1,Customer Changed Mind,3401.46
1488,39630,301,2026-08-05,1,Wrong Item,607.71
1489,39692,279,2023-06-04,1,Wrong Item,11398.5
1490,39716,260,2024-08-18,1,Late Delivery,8285.83
1491,39801,263,2025-11-01,2,Customer Changed Mind,3332.62
1492,39803,387,2024-11-16,2,Late Delivery,1771.55
1493,39823,288,2024-01-11,2,Customer Changed Mind,3580.64
1494,39846,31,2023-03-01,2,Size Issue,8370.95
1495,39866,390,2025-12-28,2,Size Issue,5460.08
1496,39919,131,2024-04-04,2,Customer Changed Mind,7565.37
1497,39964,363,2023-10-27,1,Customer Changed Mind,5358.38
1498,39984,465,2023-04-12,1,Late Delivery,2351.72
1499,40001,52,2025-04-06,2,Wrong Item,4894.61
1500,40037,183,2026-01-26,1,Late Delivery,3123.57
1501,40079,306,2023-02-11,1,Defective,1543.18
1502,40082,258,2023-12-21,1,Late Delivery,8612.28
1503,40098,389,2023-04-16,2,Defective,3717.63
1504,40123,257,2024-08-06,1,Damaged,9082.34
1505,40145,462,2024-07-30,2,Damaged,6137.35
1506,40159,349,2023-02-06,2,Wrong Item,1847.27
1507,40167,112,2023-02-19,1,Size Issue,10229.27
1508,40277,352,2024-10-31,1,Size Issue,11495.34
1509,40283,440,2023-03-06,1,Customer Changed Mind,9668.31
1510,40326,300,2023-09-09,2,Late Delivery,5022.13
1511,40431,107,2025-01-17,1,Late Delivery,4657.63
1512,40437,83,2023-03-06,2,Size Issue,11401.12
1513,40524,457,2023-04-27,2,Customer Changed Mind,7339.66
1514,40529,153,2023-07-20,2,Customer Changed Mind,6089.64
1515,40531,166,2025-03-21,1,Defective,9410.52
1516,40590,447,2026-07-14,1,Customer Changed Mind,7638.43
1517,40591,434,2023-04-03,2,Size Issue,2612.97
1518,40640,460,2023-05-25,2,Customer Changed Mind,4175.78
1519,40655,15,2024-11-21,2,Wrong Item,10744.62
1520,40684,183,2025-12-27,1,Customer Changed Mind,2209.96
1521,40685,97,2025-12-13,1,Late Delivery,1074.0
1522,40735,326,2023-12-15,1,Late Delivery,10322.71
1523,40752,232,2025-03-04,1,Customer Changed Mind,7666.48
1524,40822,497,2024-11-22,2,Customer Changed Mind,10089.9
1525,40893,150,2023-07-10,2,Defective,2620.32
1526,40897,328,2024-06-05,2,Defective,2591.14
1527,40948,421,2023-03-24,1,Defective,8769.04
1528,40962,127,2025-08-03,1,Damaged,3015.32
1529,40993,380,2023-02-10,2,Size Issue,2948.45
1530,41031,355,2024-08-22,1,Late Delivery,7177.96
1531,41041,283,2024-05-09,1,Late Delivery,3747.58
1532,41084,8,2026-01-11,2,Late Delivery,10458.3
1533,41116,326,2023-05-09,2,Size Issue,5212.8
1534,41131,241,2024-06-02,2,Customer Changed Mind,1915.33
1535,41192,389,2023-06-25,2,Wrong Item,7466.34
1536,41226,101,2024-09-25,2,Late Delivery,3691.09
1537,41229,46,2025-03-10,1,Size Issue,2558.08
1538,41272,2,2025-04-03,1,Wrong Item,8571.56
1539,41346,205,2024-03-22,1,Customer Changed Mind,11104.17
1540,41422,248,2025-06-04,1,Damaged,9128.36
1541,41435,357,2025-02-05,1,Damaged,10473.49
1542,41544,117,2024-04-18,1,Customer Changed Mind,2737.48
1543,41557,402,2025-01-09,1,Wrong Item,10865.1
1544,41606,200,2023-03-13,1,Defective,3841.33
1545,41628,471,2024-06-08,2,Wrong Item,5968.84
1546,41649,100,2026-07-14,1,Wrong Item,3951.88
1547,41654,439,2024-08-29,2,Wrong Item,9953.59
1548,41673,318,2026-02-11,1,Damaged,9042.18
1549,41740,159,2025-08-02,1,Customer Changed Mind,3608.99
1550,41760,416,2025-03-03,1,Size Issue,2576.99
1551,41774,276,2024-11-09,2,Size Issue,9540.86
1552,41805,480,2026-02-16,2,Customer Changed Mind,10020.33
1553,41854,41,2025-07-21,2,Customer Changed Mind,2594.49
1554,41995,266,2025-01-10,2,Size Issue,8448.09
1555,42001,437,2024-10-17,1,Defective,4372.14
1556,42040,370,2023-05-29,1,Wrong Item,7888.2
1557,42048,134,2023-01-28,2,Damaged,10777.19
1558,42110,187,2026-05-23,2,Wrong Item,5515.71
1559,42138,402,2024-02-26,2,Size Issue,6510.8
1560,42164,306,2023-12-19,2,Defective,10373.48
1561,42180,43,2025-12-05,1,Damaged,7618.75
1562,42214,175,2024-01-01,2,Late Delivery,10235.3
1563,42240,316,2026-04-01,1,Damaged,6417.57
1564,42256,152,2026-04-27,1,Wrong Item,8710.94
1565,42260,346,2025-11-30,1,Defective,7018.58
1566,42313,47,2025-04-01,2,Defective,1686.68
1567,42328,466,2025-08-20,2,Size Issue,1350.53
1568,42345,246,2025-11-02,1,Late Delivery,11190.28
1569,42370,381,2025-10-15,2,Damaged,2194.59
1570,42377,357,2023-06-08,2,Customer Changed Mind,2200.99
1571,42404,403,2025-04-28,1,Wrong Item,10225.28
1572,42429,259,2025-08-07,2,Wrong Item,3303.14
1573,42431,413,2024-11-26,1,Wrong Item,11261.92
